# gapseq version: 1.4.0
# Sequence DB md5sum: ae174b5 (2025-12-01, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN1G-395	trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.9		UniRef90_P0AEK4	52.157	7.25e-81	261	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300216	|PWYG-321|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN1G-395	trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.9		UniRef90_P44432	49.606	1.91e-77	252	97	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWYG-321|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN1G-395	trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.9		UniRef90_O67505	47.244	4.66e-76	248	95	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300213	|PWYG-321|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN1G-395	trans-eicos-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.9		UniRef90_P57353	44.531	7.17e-72	236	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300219	|PWYG-321|	good_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN1G-445	3-oxodocosanoyl-[acyl carrier protein] synthase	2.3.1.41		UniRef90_P43710	40.431	9.88e-73	244	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321744	1320500	|PWYG-321|	good_blast	NA	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN1G-445	3-oxodocosanoyl-[acyl carrier protein] synthase	2.3.1.41		UniRef90_Q02K94	40.000	3.45e-69	234	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321744	1320500	|PWYG-321|	good_blast	NA	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN1G-469	3-oxobehenoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_P43713	52.049	3.16e-76	247	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323142	1322414	|PWYG-321|	good_blast	NA	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN1G-469	3-oxobehenoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_O54438	52.191	7.77e-70	229	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323148	1322414	|PWYG-321|	good_blast	NA	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN1G-499	3-oxo-lignoceroyl-[acyl-carrier protein] synthase	2.3.1.86	NA									|PWYG-321|	no_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	NA
RXN1G-508	3-oxo-lignoceroyl-[acyl-carrier protein] reductase	2.3.1.86	NA									|PWYG-321|	no_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	NA
RXN1G-517	(R)-3-hydroxyhexanoyl-[acp] dehydratase (type I fatty acid synthase)	2.3.1.86	NA									|PWYG-321|	no_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	NA
RXN1G-526	trans-tetracos-2-enoyl-[acyl-carrier protein] reductase	2.3.1.86	NA									|PWYG-321|	no_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	NA
RXN1G-536	cerotoyl-[acyl-carrier protein] reductase	2.3.1.86	NA									|PWYG-321|	no_blast	NA	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05349 rxn05350 rxn05465 rxn06878 rxn15530 rxn19694 rxn26646 rxn26649 rxn26650 rxn26651 rxn26652 rxn31255 	NA	0	NA
RXN1G-30	trans-docos-2-enoyl-[acyl-carrier protein] isomerase	5.3.3.14	NA	UniRef90_O33877	31.469	0.005	33.5	78	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	779440	779841	|PWYG-321|	bad_blast	NA	rxn07455 rxn18982 	NA	0	NA
RXN1G-26	cis-docos-3-enoyl-[acyl-carrier protein]:malonyl-[acyl-carrier protein] malonyltransferase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-72	cis-delta5-3-oxo-C24:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-27	cis-delta5-3-hydroxyC24:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-171	trans-delta2-cis-delta5-C24:2-[acyl-carrier protein] reductase (NADH, B-specific)	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-306	cis-delta7-3-oxo-C26:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-364	cis-delta7-3-oxo-C26:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-420	cis-delta7-3-hydroxyC26:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-37	trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-218	cis-delta9-3-oxo-C28:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-240	cis-delta9-3-oxo-C28:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-266	cis-delta9-3-hydroxyC28:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-285	trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-138	cis-delta11-3-oxo-C30:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-163	cis-delta11-3-oxo-C30:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-188	cis-delta11-3-hydroxyC30:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-210	trans-delta2-cis-delta11-C30:2[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-236	cis-delta13-3-oxo-C32:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-260	cis-delta13-3-oxo-C32:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-279	cis-delta13-3-hydroxyC32:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-299	trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-324	cis-delta15-3-oxo-C34:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-358	cis-delta15-3-oxo-C34:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-377	cis-delta15-3-hydroxyC34:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-396	trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-674	trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] isomerase	5.3.3.14	NA	UniRef90_O33877	31.469	0.005	33.5	78	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	779440	779841	|PWYG-321|	bad_blast	NA	rxn07455 rxn18982 	NA	0	NA
RXN1G-840	cis-delta17-3-oxo-C36:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-881	cis-delta17-3-oxo-C36:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-912	cis-delta17-3-hydroxyC36:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-962	trans-delta2-cis-delta17-C36:2-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-1003	cis-delta19-3-oxo-C38:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-1053	cis-delta19-3-oxo-C38:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-1084	cis-delta19-3-hydroxyC38:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-1130	trans-delta2-cis-delta19-C38:2-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-132	cis-delta21-3-oxo-C40:1-[acyl-carrier protein] synthase	2.3.1.293		UniRef90_P9WQD9	38.945	3.33e-74	249	92	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321693	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-287	cis-delta21-3-oxo-C40:1-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-355	cis-delta21-3-hydroxyC40:1-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-53	trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase	5.3.3.14	NA	UniRef90_O33877	31.469	0.005	33.5	78	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	779440	779841	|PWYG-321|	bad_blast	NA	rxn07455 rxn18982 	NA	0	NA
RXN1G-202	cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-408	cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-464	cis,cis-delta5,17-3-hydroxyC36:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-193	trans-delta2-cis,cis-5,17-C36:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-89	cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-262	cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-308	cis,cis-delta7,19-3-hydroxyC38:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-339	trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-172	cis,cis-delta9,21-3-oxo-C40:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-252	cis,cis-delta9,21-3-oxo-C40:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-309	cis,cis-delta9,21-3-hydroxyC40:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-509	trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-580	cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-637	cis,cis-delta11,23-3-oxo-C42:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-127	cis,cis-delta11,23-3-hydroxyC42:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-196	trans-delta2-cis,cis-delta11,23-C42:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-32	cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-203	cis,cis-delta13,25-3-oxo-C44:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-294	3-cis,cis-delta13,25-3-hydroxyC44:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-337	trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-424	cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-481	cis,cis-delta15,27-3-oxo-C46:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-554	3-cis,cis-delta15,27-3-hydroxyC46:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
RXN1G-607	trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase	1.3.1.118	NA	UniRef50_A0A543A6I7	38.372	1.95e-38	139	99	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1299455	1300210	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-660	cis,cis-delta17,29-3-oxo-C48:2-[acyl-carrier protein] synthase	2.3.1.294		UniRef90_P9WQD7	34.867	7.01e-65	222	98	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1321738	1320509	|PWYG-321|	good_blast	NA	 	NA	0	1
RXN1G-717	cis,cis-delta17,29-3-oxo-C48:2-[acyl-carrier protein] reductase		NA	sp|P9WGT2|MABA_MYCTO	41.152	1.52e-48	168	94	NZ_CP011120.1 Acetobacter oryzifermentans strain SLV-7 chromosome, complete genome	1323133	1322414	|PWYG-321|	bad_blast	NA	 	NA	0	NA
RXN1G-760	3-cis,cis-delta17,29-3-hydroxyC48:2-[acyl-carrier protein] dehydratase		NA									|PWYG-321|	no_blast	NA	 	NA	0	NA
